text,sentiment
 whyd u feel awful after last night?,negative
 DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,positive
 aww thanx andy,positive
This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,negative
 oh yes. There was no feasts left,neutral
 awesome! What a blessing,positive
Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,neutral
" pfft, cydia apps ftw, code on the phone, make, reload springboard",neutral
One of the most random phone calls ever. My god kill me now.,negative
Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,positive
  Great! I`m glad you enjoy them  I hope you have a GREAT day,positive
 nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,negative
sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,positive
"Mother`s Day breakfast is over, getting back to work now. Back on Rails",neutral
suivez moi  (=  follow me everybody,neutral
"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",positive
"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off.",negative
She is all I can ever think about.  http://twitpic.com/4wg12,neutral
" In other words, a perfect run, right?",positive
 I`m sorry  at least it`s Friday?,negative
Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive
"Change my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",negative
Had fun early night Vegas because Pool tomorrow,positive
 in that case.. that`s a stupid move  I thought they were being B-A,negative
The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,positive
No free ice cream though,negative
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,neutral
FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,negative
"talkshow with Larry, then Cage?",neutral
not doing relay  oh well.,negative
trying to watch lost online very annoying and slow...the internet not lost,negative
 thanks  I`ll check those out.,positive
ahhhaaaaa is gunna get straight back on it!,neutral
Nailing some webconcepting *in the zone*. I should be awarded..,positive
Morning!! how is everyone,neutral
I like Rio Ferdinand - when he`s wearing an England jersey.,positive
"Yogurting. Home from lady Mona`s, on the fone w no song from Yoplait. Lookin forward to hrs w  tmorrow & rehearsals  Gnight all!",positive
Learned a lesson the hard way. Lost my USB stick and backup was a month old,negative
 I`m stuck with BOO!!!! Jeeeez shoot me now,negative
_berra happy birthday!,positive
"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",negative
Oh tonight... Looking forward to it,positive
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",negative
" Haha, yeah. It was here and there before but now it`s constant",positive
76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,negative
Gonna go watch Jackson`s band play and then going to the band after party,neutral
wants to increased my karma ~  http://plurk.com/p/suiva,neutral
two months from today till I`m Mrs. Josiah!! ahhhH!,neutral
" Hey, nothing wrong with that!",positive
 Did you get your free chocolate?!? I still haven`t gotten my email.,neutral
Back from mountains,neutral
_de_baillon,neutral
symphonic I,neutral
today has not started out very well,negative
 with your bicycle?,neutral
" I know told you, and it tells you last tweets and all.  Just can`t get it to play music.  Have it set, but it won`t play",neutral
Hm... TweetDeck has lost all old replies.,negative
" yes, I do  but why did you change?",neutral
"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory",neutral
"Once again another late night.  But I scored a mojito, so ...",neutral
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,negative
 ay uuuu  happy mothers day,positive
"@_refugee_ /me gets 'Your video will start in 15 seconds', Exiting to watch ... for minutes  #flash #linux #fail",neutral
 hope ya sleepin well  guys still here,positive
"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",neutral
gooooonight twitter...... i hope im better tomorrow,positive
"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",positive
http://twitpic.com/664b7 - miss my bestfriend :`( now she left school,negative
" Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!",negative
"Truck has bit the dust, don`t know if I`ll make the Mustangs game tomorrow",negative
First sports banquet without katie,neutral
my bf had to go to her dads for the week end. i will have 2 full days of bordom.,negative
(sigh) guess we`re not gonna meet up today.,negative
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,neutral
All the people I talk to are GONE,neutral
"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
"Ugh my neck really hurts  I`m out aquatards, xox",negative
I want some grape juice.,neutral
Im @ the dentist  ....scary people here...,negative
My graduation day... And i feel like a failure...,neutral
Don`t know who U R anymore!!!,neutral
Doctor then work. Hope you **** have fun at the conditions show without me,positive
 yup!  Now I can join in on the nin access fun!,positive
" Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",neutral
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,positive
 Me too I need the sudden urge to do it. Missing the Diplomat title,negative
hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,negative
 I wish I was in va too,positive
 interesting to see the differing accounts. mandy is always VERY pc in all her accounts. her robbie is a monk!,neutral
The test today was killer. I didn`t even manage to finish on time.,positive
"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",negative
Almost got sharpied in the face while falling asleep  being sick sucks!!!,negative
watching 'Look for a Star' with mom again  lub ah C hehe,neutral
 my name too    (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),neutral
 LOL. Academy-ish. Haha. I really really miss O.B.,negative
No one is at the tesla dealership,neutral
I am following Mya,neutral
Wish someone would by my 90mm Mamiya MF lens. Needs the money,neutral
" I think you were dreaming that!  However, my memory does suck so maybe not",negative
  May we be humble but Bold for Christ!  lisa..,neutral
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative
 Im salaried so I don`t make any more or less no matter how many hrs I work.  Comes with the territory I suppose.,neutral
Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral
So finally.. It`s raining in Delhi,neutral
Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,neutral
is it unny today or not? taking too long to decide haha. i wna get a tan,neutral
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral
: Help Jen I had a Monster Energy Drink and now I`m crashing.,negative
just dropped my biscuit in my tea,neutral
"No burgers to be found. New (old) camera to play with though, so that`s excellent.",positive
**** I hate this weather this **** sucks! I wanted to go out tonight but not n no mess like this,negative
 *hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,neutral
Nice PC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I`m still loving my Tivo,positive
Thunder & lightning scarededededed me!,negative
" ****, so many good deals...you guys have a conspiracy to steal all my money",positive
_ that`s why twitter rocks!,neutral
needs to find SOMETHING to wear to graduation. lol can`t find anything!,neutral
getting ready for summy yummy cocoa crispies,neutral
CONGRATS !! I just KNEW a princess would win!!!   #sigjeans,positive
"Omg, my mom just called... Im too late... Hes gone",negative
apparently even Novell Moonlight doesn`t work on my Jaunty,negative
 Hearing that my songs brighten someone`s day always makes ME grin.,positive
rblpnqte : 'sheesh I am sending one up to you .  I think you could use it  lol' RB DELUX... ? http://blip.fm/~5z36j,neutral
  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,positive
 Done. Thank you,positive
"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",positive
 aww hope uve hada good day  xxxxx,positive
Mm. Goodnight. Going to play Rock Band 2 `til it`s time to watch SNL with Justin Timberlake.,neutral
Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,neutral
"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now",neutral
_MEXICO Hey hey. No problem.,positive
"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",negative
 Snap To Grid. I just realized that I haven`t seen Iqbal in 5 days.,neutral
Well not JUST making dinner making dinner with WET HAIR!,neutral
"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",negative
"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",positive
 I don`t have an invite  i might try Mr P Bale for an invite,neutral
"Again, No P.F. Changs for lunch    Booooo",neutral
" why? i enjoy fancy meals on my own smtimes, thr`s joy in solitude, u can REALLY enjoy the food & it`s lk a date with the world",positive
hope your weekend was fabulous  do anything interesting?,positive
The graduation ceremony should be starting about now. I really wish I could be there.,positive
"yes! its finally friday, and im stuck doing projects",negative
Back is SORE... should not have done that jump last night,negative
I had a dream about a pretty pretty beach and there was no beach when I woke up,neutral
 ahaha its stuck in my head; thanxx,positive
Off for a loooong weekend of inlawing...  ... ...,neutral
 Press `Ctrl` on bottom right. The underscore for E71 is there.  KY,neutral
 would get u some if u were here,neutral
 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,negative
tonights been boring!,negative
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive
"http://twitpic.com/67mj4 - Yes, it is nice. Oh and Kevin`s shirtless too but you don`t see it as well",positive
 Welcome to two months ago! Banjo Tooie is about to be released!,neutral
So confused about what to do?,neutral
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive
 have a safe trip joshy poo.......you`ll knock them dead at your speech,positive
my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,positive
the sunset view is SO beautiful from my room!,positive
" under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day",positive
" I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",negative
dont wanna work tonight,negative
" Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",positive
Stupid storm. No river for us tonight,negative
anybody wanna comment me?  http://fotolog.com/sokristen,neutral
"Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go.",neutral
_ho Yay you can eat proper food now!,positive
We`re going to panahra for dinner.  miss you guys.,negative
 aww...thats a bummer,negative
"oh yes, happy star wars day.   May the fourth be with you...",positive
 ugh. it sounds like a busted cable box then  what time zone are you in?,negative
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,negative
As predicted i feel lyk ****  gahh i hate bein ill!! At wrk tweet lata ****,negative
"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",negative
showed my fluids decreasing slightly. So doesn`t look like she`s letting me out of this bed anytime soon  I have a follow up U/S next week,negative
 I think they make you turn your phones off  I`ll see what I can do!,neutral
I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,positive
" that is definitely an easier way of saying it, yes",positive
 what do you mean jorx?,neutral
I am tres depressed,negative
watching shows I missed on the ellipital--- love my on-demand!,positive
Got 2 get ready 4 work  would rather be fishing!,neutral
"Aw man, Half Term isn`t long enough    lol!",negative
 dear oh dear.....,negative
_ more than youl ever no ! !! ! !!   ****,neutral
damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive
relaxing night at home with best people,positive
has got grass all over him,neutral
  Chris` baby was born today!,neutral
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,positive
hm...still workin on my contract.hmm...i`m feelin awful..,negative
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral
 ya`ll going out without me,neutral
_benson the Macarena never looked so good. Loved the 'Aaaaiieee' squeak / exclamation,positive
watching spongebob,neutral
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,neutral
I am soooo saying this phrase now 'Stop be so false' thanks to some  'hater'/yoda person!  Goodnight and stop be so false!!,neutral
 Just got it a few hours ago! So not yet!,neutral
LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neutral
" yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",positive
happy mother`s day! everyone have a great day and make sure you go see ya mommas,positive
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative
Undervote is just going on  I`m all overalled up,neutral
  I know.  Sorry.,negative
Ugh talk to me someone  I`m really bored.,negative
"nvm, i`ll stop. whatever. see you 5th i guess",neutral
 I`ll oscillate from one to the other.,neutral
Wow one of the nicest patients I`ve ever had! He`s being deplyod to falouga-Iraq n-week,positive
 jersey weather - and good on you for the charity drive!,positive
shud realy go 2 bed  proper tired bt cnt b boverd...x,negative
"  i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says hi.",neutral
Yay for St Louis traffic,neutral
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,negative
"Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.",neutral
is desperatly hoping my dad takes me to vanessa`s game,positive
  hired all the smart monkeys for e-mail marketing...,neutral
still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,negative
"  How vile are people, they have to remove things that have a value",negative
  that`s sad. Trauma... Future serial killer...,negative
this is a horrible day.,negative
 it`s saying that it is the wrong link-it cannot find the address.,neutral
Finished my Lunch,neutral
 What would you know about packing? You`re making poor Lauren do it all.,negative
 That`s exactly how I feel.  I hope you start feeling better soon.,positive
BEP KILLED IT! Oh and leighton meester waved at us!,negative
 tip 2 : at the very least make sure the bottle top is on securely and tightly...,neutral
_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.,positive
 so our bums really do look big it this,neutral
 hello beautiful. how`s mariahs baby? jackie still isn`t talkin to me. i called her n left her a message the other day.,neutral
I gots the sniffles,neutral
Oh man. I have been sick all night. I feel awful.,negative
I`m dreading hearing even worse news tonight,negative
Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,negative
sure wish the cat would stop hiding,neutral
"I`m in dire need of a second job, if you hear of anything in nightlife or food service please please please think of me",positive
 K will check it out...,neutral
"Headache is gone,thank god!Time for tea i think",positive
 yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can`t no mo,negative
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,positive
I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,neutral
 besides I haven`t had strep for like 10 years because of that reason. I`m more tired than anything else,negative
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",negative
 Brilliant  Thanks! Not sure what brownie points will get you though!,positive
"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",positive
http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,neutral
This is the earliest I`ve been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,neutral
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,neutral
"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.",neutral
Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,negative
Just found mj mouse flats at DJs. Of course there are none left in my size,negative
Ouuchh! I hurt my index finger!! ahhhh,negative
_sian lol. I don`t have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,neutral
 Thats great,positive
In Drivers Ed  then dance.,neutral
Ahhhhh! My 'Let The Right One In' DVD broke,negative
is looking forward to tonight`s dinner date with Mom; is gymming this afternoon; started 'bawas kanin' (less rice) movement; is celibate.,neutral
"all done., time to finally start shuting down",neutral
cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,negative
"_o uh, could you come visit austin before you make your gigantic moving decision? it`s closer to st louis than portland.",neutral
" yeah - stomach bug or something. Fever, etc. Not fun.",negative
"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",neutral
mmmmm my hair smells guuud.  the wonders of 'pantien' ;D,positive
"  Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??",neutral
 i need 2 b getting 2 sleep 4 the night. Have a good sunday,positive
 thnx babe  just call me when u finish it....,positive
I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),neutral
Happy Star Wars Day!!!,positive
"I`m fighting off feeling sick. Hoping it`s just tired. I`m really not feeling too well, though",negative
Too bad the Red Devils.. disappointing to say the least,negative
  I`m bummed to miss you.   Hope you enjoy your writing conf. tho!,negative
 why windows vista,neutral
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,positive
 Nope  day off;,neutral
_M make sure you watch in HD,neutral
" exactly the same problem i am having with pure classical music, i cant njoy it",negative
uploading pictures on myspace,neutral
"Watching Twilight again  !!! <3 I`m watching the Audio Commentary, it`s sooo funny ;)",positive
 ComicCon? That`s cool!,positive
" Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.",neutral
 chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,neutral
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",negative
i can`t wait. 2 more days till happiness.,positive
sleeping in my own bed tonight... at home!!,neutral
"Woke up dreaming I met my Hero; Author Anne Rice & her son, author Christopher Rice. I was in such euphoria. Perhaps I would someday.",positive
its impossible to watch in full ANY flash video with my mac after 5.7,negative
" you certainly can, and good morning to you",neutral
"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",positive
"thinking lots of revision tomorrow  woo, hope it a sunny one.",positive
what a waste of lives ... http://tr.im/mLou,negative
Chillin Waitin For My Hunny Baby To Get Out Of Work!!!!!  To Get My Drink On While Finishin Da Song I Have,positive
"super frustrated, and taking it out on the one`s I love!   I love you, Paul!",neutral
 thanks! I love a good bargain.,positive
 yep. gotta go  man! i`ll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~,positive
i wish i can go to two different schools at the same time.,positive
" yes, i found you! come to greenville. perfect weekend for pictures and no sidekick to go shooting with",positive
 haha. that`s awesome. good job,positive
"happy mothers day @ my mum  (also to my sis  and my 'mum' jess, ahah)",positive
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative
Beautiful monday morning  so happy  http://myloc.me/tCt,positive
In a  mood.. Listening to the older stuff... This Time Around. Not that old but old enough.,neutral
 thanks for the follow! The love of your life is adorable,positive
 cant wait till ur may 22 show!!  u better stop by and hang out in newcastle  ****,neutral
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,negative
 YAY!!! I`m glad that I`m not the only one who is about to sign away their soul to Twitter and Facebook!  welcome! ****,positive
" I don`t know, I noticed that happens to me sometimes too.",neutral
  is all mine  #twpp #shadez,neutral
Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,neutral
"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",negative
I feel like dressing up for the heck of it.& putting make up on. Haha,positive
" its a travesty, no? and, the people who are doing this said they`d THINK about involving joss whedon!!!!",neutral
"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.",positive
My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??,neutral
" I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",neutral
Is really sad that shes missing critical mass,negative
 ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral
I missed your calls,negative
 How`s the head this morning?,neutral
 your sister would ! hahah thats so funny !! i thought you liked them,positive
I`m loving the humidity right now...great for the skin....another love that won`t last,positive
grumble..weather man.. don`t know wtf they are talkin about.,negative
 All is well..That ends well! < unless of course well times the power of three = the sum of ends if X being All,positive
"It`s patio weather in Kirkland!  It`s also launch-yer-boat weather, except I`m missing the boat part",negative
ya could hit me up on aim or here cause i am mad bored nuttin 2 do,negative
 sorry 19/female/atl very lonely,negative
Enjoying Mother`s Day,positive
_sandman_ _wounds   I miss you guys SO much  ****,negative
toooo much outside killen my eyes,negative
its sprinkling outside  i hope it doesn`t rain during our game ..,positive
is missing out on the sunshine and trying to stay awake after having just 2 hours sleep,neutral
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",negative
 Thanks for the reminder Tony,positive
 Same to you!,neutral
" Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!",neutral
"NAPLAN testing, tuesday, wednesday & thursday. i`m afraid about the maths one, english ,not so much",negative
_gurl_cece what up?,neutral
need some Pizza...can`t get out of office,neutral
 Thanks  #sigjeans,positive
Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!,negative
RIP Robin from the Washington Park library,negative
 I want to SOOOOOOO BAD!!!,neutral
Wants to game tonight with her friends,neutral
 I am absolutely craving a brownie with ice cream right now. FedEx some over!,neutral
"i really need to go and start some more revision,biology or chemistry today me thinks",neutral
"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",neutral
 gooooooooood im not a complete nut case then,positive
Doctor Who has finished,neutral
 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,neutral
pmg im very upset no just relasie hugh laurie isnt on  **** ohh,negative
my shoes taken off and my slippers put on my feet!,neutral
 I know!!!! He didn`t ask me,neutral
 im glad you got on twitter. I love you baby,positive
" http://twitpic.com/4w52z - hope you`re having loads of fun!  i love and miss you all, boys.",neutral
tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,neutral
Rain Rain Rain go away come back next week when I`m gone (via ) raining lie crazy in the Keys,neutral
Haha. I just won a $1000 bet. I settled for $100.  Not bad.,positive
 OT! OT! OT!,neutral
17 again was funny,positive
Mode: Home Office,neutral
Please don`t vote for her out of sympathy!  #BGT,negative
 Wish I was in ATL!!,positive
sky diving was aaaaaawwwesome!!!! kinda bored now though,neutral
Morning all: Looks like no Nintendo Gameboy phone,neutral
Just saw half the RRO staff walk by...sadly I didn`t see  or ,negative
 love your books,positive
YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,neutral
Happy Mother`s Day to all the mothers!!,positive
" So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",positive
"Heading to the hospital to sort out my back, not looking forward to this",neutral
 awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,negative
Thank you all for proving my point,positive
" The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",neutral
Hello twitter,neutral
 hey arthur! i forgot to say thanks for the flag... it is proudly displayed on my bedroom door! you are a witty one,positive
going to get waterguns from tesco today   haha.   its sunny.,neutral
 booooo  my senior yearbook sucks thanks for the memories bhs -___-,neutral
"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there`s a camera in my hand",neutral
 :: I know the feeling  Its a little depressing :S,negative
I want some candy!!!,neutral
hollie steel on bgt was absolutely excruciating to watch...poor girl.,negative
" Have a good day.  I`m checking out Hugh today. Also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",positive
"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",neutral
" Ah so 15 months. I`m sure he is advanced, and it`s not you being biased  they seem to grow up faster these days - now I sound old!",neutral
" hi cs, welcome to the twitterverse, if i can help with anything, just ask",positive
About to take a shower. Then see how annas doing,neutral
_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,negative
Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,positive
 gawd. People still remember the preggers comment. Hate you!,negative
All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,negative
_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!,positive
Hey cool: http://oproer.com/twwwitter/,neutral
" lol, good luck with that ;) love your vid for YBWM",positive
 I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,neutral
 Link didn`t work,negative
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I`m definately NOT working this pm,neutral
" Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry",neutral
"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",negative
counting down the hours until I can finally drink this blossom hill  stupid work,neutral
 thank you for reading Ohlala,positive
Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,positive
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",positive
 cool! Linux?,positive
_Ferman that`s so weak!!  facebook fail,negative
 thank`s ... See? now I`m back on smiling,positive
 Lol...  Its NOT the same!!!,positive
--please do SNL every week!! i couldn`t quit laughing!! u+snl=best nite ever,positive
"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!",neutral
Doing uni work all weekend. Fun times,positive
   We were all set to get a room last Saturday! I can`t apologise enough for missing out Deccy,negative
Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,negative
 Good morning and thank you for the re-tweet. Have a great day yourself.,positive
Is actually workin the weekend...Not for it,neutral
is watching Mock the Week and is slowing cooking,neutral
is goin out  to  dinner!,neutral
"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",neutral
 aww sorry ot hear that  least its work though!,negative
 This year,neutral
Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,neutral
....got your message!!! You are such a twitter freak!,neutral
wonders when all of these end... hay...  http://plurk.com/p/wy9wi,negative
 Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,positive
" Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",neutral
i dont want the seniors to leave,positive
"Tip for today - The eagles are specials against the broncos, put your house on them",positive
today was such a horrible dayy,negative
   i fell asleep on the beach and didn`t put on enough sunscreen  lol,neutral
" Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",negative
Have @ Irma Vep rehearsals. No...not really.,neutral
time for work,neutral
 awww wish I was there! Have a brew for me B!,positive
Summer/ Yet I have to read 6 books.... 6 LONG books,neutral
Needs a job BADLY!!!,negative
"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",neutral
"Nightlife Commando is like, chanting. The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win",positive
 It was fun  At a friends house cuz you know I don`t have a yard big enough for a firepit. SNIFFLE!,positive
"My parents withdrew permission at the last moment, I am not going along with tomorrow`s SAC trip to IDP camps  #Pakistan #IDPRelief",neutral
 WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative
  what I said!    I`ll have to think about it and try again!,neutral
  lol.. zzzzy in office and I`m alone in my bay again.,negative
can`t upload a picture. I already hate twitter,negative
 Where were you on Wed night?,neutral
"  told you, you would sweep haha :-p",positive
**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,negative
"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff",positive
Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,neutral
 I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!!,neutral
